market_regime,direction,amount_tag,flow_category,dart_tag,window_category,event_count,usable_event_count,company_count,dominant_followup,dominant_count,dominant_rate,external_review_count,leading_signal_count,hypothesis_pass,leading_share
변동성 장세,up,거래대금약함,외국인기관동반매수,DART공시동반,직접반응,14,14,10,상승지속,11,0.7857142857142857,0,14,True,1.0
변동성 장세,down,거래대금약함,외국인기관동반매수,DART공시동반,직접반응,13,13,11,하락후반등,10,0.7692307692307693,13,13,True,1.0
AI/전력기기 테마장,down,거래대금평균상회,수급엇갈림,주변공시부재,누적배경,13,12,10,하락후반등,9,0.75,5,13,True,1.0
유동성/저금리 후반장,up,거래대금급증,외국인기관동반매도,DART공시동반,직접반응,12,12,8,상승실패,9,0.75,12,12,True,1.0
금리 인상/긴축장,down,거래대금평균상회,수급엇갈림,주변공시부재,선반영,14,13,9,하락후반등,9,0.6923076923076923,6,14,True,1.0
반도체 반등장,up,거래대금급증,외국인기관동반매도,DART공시동반,직접반응,20,20,11,상승실패,13,0.65,20,20,True,1.0
변동성 장세,down,거래대금약함,외국인기관동반매도,주변공시부재,직접반응,8,7,7,하락후반등,7,1.0,0,7,False,0.875
변동성 장세,up,거래대금약함,수급엇갈림,주변공시부재,선반영,6,6,5,상승지속,6,1.0,6,6,False,1.0
금리 인상/긴축장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,선반영,3,3,3,하락후반등,3,1.0,3,3,False,1.0
변동성 장세,down,거래대금평균상회,외국인기관동반매수,주변공시부재,누적배경,3,2,3,하락후반등,2,1.0,3,3,False,1.0
유동성/저금리 후반장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,누적배경,3,2,3,하락유지,2,1.0,3,3,False,1.0
유동성/저금리 후반장,up,거래대금평균상회,수급엇갈림,주변공시부재,선반영,3,2,3,상승실패,2,1.0,0,3,False,1.0
유동성/저금리 후반장,up,거래대금평균상회,수급엇갈림,주변공시부재,직접반응,3,2,3,상승실패,2,1.0,3,3,False,1.0
반도체 반등장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,선반영,2,2,2,하락후반등,2,1.0,2,2,False,1.0
유동성/저금리 후반장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,선반영,2,2,2,하락후반등,2,1.0,2,2,False,1.0
AI/전력기기 테마장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,설명부족,2,2,1,하락후반등,2,1.0,2,0,False,0.0
AI/전력기기 테마장,down,거래대금약함,수급엇갈림,주변공시부재,설명부족,1,1,1,단기반등,1,1.0,1,0,False,0.0
AI/전력기기 테마장,down,거래대금평균상회,수급엇갈림,주변공시부재,설명부족,1,1,1,하락후반등,1,1.0,1,0,False,0.0
AI/전력기기 테마장,up,거래대금약함,수급엇갈림,주변공시부재,설명부족,1,1,1,단기되돌림,1,1.0,1,0,False,0.0
AI/전력기기 테마장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,선반영,1,1,1,상승실패,1,1.0,1,1,False,1.0
금리 인상/긴축장,down,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,1,1,1,하락유지,1,1.0,1,1,False,1.0
금리 인상/긴축장,up,거래대금약함,외국인기관동반매도,주변공시부재,선반영,1,1,1,상승실패,1,1.0,1,1,False,1.0
금리 인상/긴축장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,설명부족,1,1,1,상승실패,1,1.0,1,0,False,0.0
반도체 반등장,up,거래대금약함,수급엇갈림,주변공시부재,설명부족,2,1,1,상승실패,1,1.0,2,0,False,0.0
반도체 반등장,up,거래대금약함,외국인기관동반매도,주변공시부재,선반영,1,1,1,상승실패,1,1.0,0,1,False,1.0
반도체 반등장,up,거래대금약함,외국인기관동반매도,주변공시부재,설명부족,1,1,1,상승실패,1,1.0,1,0,False,0.0
반도체 반등장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,누적배경,1,1,1,상승지속,1,1.0,0,1,False,1.0
변동성 장세,down,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,1,1,1,단기반등,1,1.0,0,0,False,0.0
변동성 장세,down,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,1,1,1,하락지속,1,1.0,1,1,False,1.0
변동성 장세,down,거래대금약함,수급엇갈림,주변공시부재,설명부족,1,1,1,하락후반등,1,1.0,1,0,False,0.0
변동성 장세,up,거래대금약함,외국인기관동반매도,주변공시부재,누적배경,1,1,1,상승실패,1,1.0,1,1,False,1.0
유동성/저금리 후반장,down,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,1,1,1,하락유지,1,1.0,1,1,False,1.0
유동성/저금리 후반장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,누적배경,1,1,1,상승지속,1,1.0,1,1,False,1.0
유동성/저금리 후반장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,선반영,1,1,1,상승실패,1,1.0,1,1,False,1.0
유동성/저금리 후반장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,1,1,1,상승실패,1,1.0,1,1,False,1.0
변동성 장세,up,거래대금약함,외국인기관동반매수,주변공시부재,직접반응,7,7,6,상승지속,6,0.8571428571428571,0,7,False,1.0
금리 인상/긴축장,up,거래대금약함,외국인기관동반매도,주변공시부재,누적배경,6,6,6,상승실패,5,0.8333333333333334,5,6,False,1.0
반도체 반등장,up,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,6,5,3,상승실패,4,0.8,6,5,False,0.8333333333333334
유동성/저금리 후반장,up,거래대금약함,수급엇갈림,주변공시부재,선반영,4,4,4,상승실패,3,0.75,4,4,False,1.0
변동성 장세,up,거래대금평균상회,수급엇갈림,주변공시부재,선반영,7,7,5,상승지속,5,0.7142857142857143,2,7,False,1.0
AI/전력기기 테마장,down,거래대금약함,외국인기관동반매수,주변공시부재,선반영,7,7,4,하락후반등,5,0.7142857142857143,7,7,False,1.0
반도체 반등장,up,거래대금평균상회,수급엇갈림,주변공시부재,선반영,4,3,4,상승유지,2,0.6666666666666666,0,4,False,1.0
변동성 장세,down,거래대금급증,수급엇갈림,주변공시부재,직접반응,4,3,4,하락지속,2,0.6666666666666666,2,4,False,1.0
금리 인상/긴축장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,3,3,3,상승실패,2,0.6666666666666666,3,3,False,1.0
반도체 반등장,up,거래대금약함,외국인기관동반매도,주변공시부재,누적배경,3,3,3,상승실패,2,0.6666666666666666,3,3,False,1.0
변동성 장세,down,거래대금약함,외국인기관동반매수,주변공시부재,누적배경,4,3,3,하락후반등,2,0.6666666666666666,4,4,False,1.0
유동성/저금리 후반장,down,거래대금평균상회,수급엇갈림,주변공시부재,누적배경,3,3,3,하락지속,2,0.6666666666666666,2,3,False,1.0
변동성 장세,down,거래대금약함,외국인기관동반매수,주변공시부재,선반영,3,3,2,하락지속,2,0.6666666666666666,3,3,False,1.0
유동성/저금리 후반장,down,거래대금약함,외국인기관동반매수,주변공시부재,선반영,3,3,2,하락후반등,2,0.6666666666666666,3,3,False,1.0
유동성/저금리 후반장,up,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,3,3,2,상승실패,2,0.6666666666666666,2,3,False,1.0
금리 인상/긴축장,up,거래대금급증,외국인기관동반매도,DART공시동반,직접반응,18,16,10,상승실패,10,0.625,17,18,False,1.0
반도체 반등장,up,거래대금평균상회,수급엇갈림,주변공시부재,직접반응,8,8,8,단기되돌림,5,0.625,1,8,False,1.0
AI/전력기기 테마장,up,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,8,8,6,단기되돌림,5,0.625,8,8,False,1.0
금리 인상/긴축장,down,거래대금평균상회,수급엇갈림,주변공시부재,누적배경,8,8,5,단기반등,5,0.625,4,8,False,1.0
AI/전력기기 테마장,up,거래대금평균상회,외국인기관동반매수,주변공시부재,직접반응,13,13,9,상승지속,8,0.6153846153846154,0,13,False,1.0
유동성/저금리 후반장,up,거래대금약함,외국인기관동반매수,DART공시동반,직접반응,20,18,13,상승지속,11,0.6111111111111112,0,20,False,1.0
변동성 장세,up,거래대금평균상회,외국인기관동반매수,DART공시동반,직접반응,78,74,21,상승지속,45,0.6081081081081081,0,78,False,1.0
유동성/저금리 후반장,up,거래대금약함,수급엇갈림,주변공시부재,누적배경,16,15,10,상승지속,9,0.6,16,16,False,1.0
반도체 반등장,up,거래대금급증,수급엇갈림,주변공시부재,직접반응,10,10,7,상승실패,6,0.6,2,10,False,1.0
유동성/저금리 후반장,down,거래대금약함,수급엇갈림,주변공시부재,누적배경,12,10,7,하락후반등,6,0.6,10,12,False,1.0
AI/전력기기 테마장,down,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,5,5,5,하락지속,3,0.6,5,5,False,1.0
유동성/저금리 후반장,down,거래대금약함,외국인기관동반매수,주변공시부재,누적배경,6,5,5,하락후반등,3,0.6,4,6,False,1.0
변동성 장세,up,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,5,5,2,상승실패,3,0.6,5,5,False,1.0
AI/전력기기 테마장,up,거래대금급증,외국인기관동반매도,DART공시동반,직접반응,28,27,17,상승실패,16,0.5925925925925926,26,28,False,1.0
AI/전력기기 테마장,down,거래대금급증,외국인기관동반매수,DART공시동반,직접반응,12,12,8,하락후반등,7,0.5833333333333334,12,12,False,1.0
AI/전력기기 테마장,down,거래대금약함,수급엇갈림,주변공시부재,선반영,16,14,11,하락후반등,8,0.5714285714285714,16,16,False,1.0
금리 인상/긴축장,down,거래대금급증,외국인기관동반매수,DART공시동반,직접반응,8,7,7,하락지속,4,0.5714285714285714,8,8,False,1.0
변동성 장세,down,거래대금약함,수급엇갈림,주변공시부재,선반영,9,7,7,하락후반등,4,0.5714285714285714,9,9,False,1.0
금리 인상/긴축장,down,거래대금급증,수급엇갈림,주변공시부재,직접반응,7,7,5,하락지속,4,0.5714285714285714,0,7,False,1.0
유동성/저금리 후반장,up,거래대금약함,외국인기관동반매도,DART공시동반,직접반응,18,18,12,상승실패,10,0.5555555555555556,17,18,False,1.0
AI/전력기기 테마장,down,거래대금평균상회,수급엇갈림,주변공시부재,직접반응,9,9,9,하락후반등,5,0.5555555555555556,5,9,False,1.0
유동성/저금리 후반장,down,거래대금급증,외국인기관동반매수,DART공시동반,직접반응,9,9,7,하락후반등,5,0.5555555555555556,9,9,False,1.0
유동성/저금리 후반장,down,거래대금평균상회,외국인기관동반매수,DART공시동반,직접반응,23,22,15,하락후반등,12,0.5454545454545454,20,23,False,1.0
금리 인상/긴축장,up,거래대금평균상회,수급엇갈림,주변공시부재,선반영,13,13,10,상승실패,7,0.5384615384615384,3,13,False,1.0
변동성 장세,down,거래대금평균상회,외국인기관동반매수,DART공시동반,직접반응,32,30,18,하락후반등,16,0.5333333333333333,31,31,False,0.96875
반도체 반등장,down,거래대금약함,외국인기관동반매도,주변공시부재,직접반응,15,15,7,하락지속,8,0.5333333333333333,0,15,False,1.0
유동성/저금리 후반장,up,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,16,15,6,상승실패,8,0.5333333333333333,0,16,False,1.0
금리 인상/긴축장,down,거래대금급증,외국인기관동반매도,DART공시동반,직접반응,20,17,14,하락지속,9,0.5294117647058824,0,20,False,1.0
AI/전력기기 테마장,down,거래대금약함,외국인기관동반매수,DART공시동반,직접반응,59,57,22,하락후반등,30,0.5263157894736842,54,59,False,1.0
반도체 반등장,up,거래대금평균상회,외국인기관동반매도,DART공시동반,직접반응,19,19,13,상승실패,10,0.5263157894736842,16,19,False,1.0
금리 인상/긴축장,up,거래대금급증,수급엇갈림,주변공시부재,직접반응,23,19,12,상승실패,10,0.5263157894736842,9,23,False,1.0
금리 인상/긴축장,down,거래대금약함,외국인기관동반매수,DART공시동반,직접반응,31,31,18,하락후반등,16,0.5161290322580645,30,31,False,1.0
금리 인상/긴축장,up,거래대금약함,외국인기관동반매수,DART공시동반,직접반응,37,37,21,상승지속,19,0.5135135135135135,0,37,False,1.0
반도체 반등장,down,거래대금급증,수급엇갈림,DART공시동반,직접반응,24,24,15,하락후반등,12,0.5,3,24,False,1.0
유동성/저금리 후반장,up,거래대금평균상회,외국인기관동반매도,DART공시동반,직접반응,24,24,15,단기되돌림,12,0.5,18,24,False,1.0
AI/전력기기 테마장,up,거래대금약함,수급엇갈림,주변공시부재,누적배경,18,18,12,상승지속,9,0.5,18,18,False,1.0
반도체 반등장,up,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,10,10,7,단기되돌림,5,0.5,0,10,False,1.0
금리 인상/긴축장,up,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,10,10,5,상승실패,5,0.5,10,10,False,1.0
금리 인상/긴축장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,직접반응,8,8,5,하락지속,4,0.5,8,8,False,1.0
반도체 반등장,up,거래대금약함,수급엇갈림,주변공시부재,누적배경,8,8,5,상승실패,4,0.5,8,8,False,1.0
AI/전력기기 테마장,up,거래대금약함,외국인기관동반매도,주변공시부재,누적배경,6,6,6,상승지속,3,0.5,4,6,False,1.0
변동성 장세,down,거래대금급증,외국인기관동반매수,DART공시동반,직접반응,6,6,6,하락지속,3,0.5,6,5,False,0.8333333333333334
변동성 장세,up,거래대금평균상회,수급엇갈림,주변공시부재,직접반응,6,6,6,단기되돌림,3,0.5,2,6,False,1.0
금리 인상/긴축장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,누적배경,6,6,5,하락지속,3,0.5,6,6,False,1.0
반도체 반등장,down,거래대금약함,외국인기관동반매수,주변공시부재,누적배경,6,6,5,하락후반등,3,0.5,6,6,False,1.0
변동성 장세,up,거래대금약함,수급엇갈림,주변공시부재,누적배경,5,4,5,상승유지,2,0.5,5,5,False,1.0
AI/전력기기 테마장,down,거래대금약함,외국인기관동반매수,주변공시부재,누적배경,7,4,4,하락유지,2,0.5,4,7,False,1.0
AI/전력기기 테마장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,누적배경,5,4,4,하락지속,2,0.5,4,5,False,1.0
AI/전력기기 테마장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,4,4,4,상승실패,2,0.5,4,4,False,1.0
반도체 반등장,down,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,4,4,4,하락지속,2,0.5,0,4,False,1.0
반도체 반등장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,누적배경,4,4,4,하락후반등,2,0.5,3,4,False,1.0
반도체 반등장,up,거래대금약함,수급엇갈림,주변공시부재,선반영,4,4,4,상승실패,2,0.5,4,4,False,1.0
변동성 장세,down,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,4,4,4,하락유지,2,0.5,0,4,False,1.0
반도체 반등장,down,거래대금약함,외국인기관동반매수,주변공시부재,선반영,4,4,3,단기반등,2,0.5,4,4,False,1.0
유동성/저금리 후반장,down,거래대금평균상회,수급엇갈림,주변공시부재,직접반응,4,4,3,단기반등,2,0.5,3,4,False,1.0
AI/전력기기 테마장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,선반영,2,2,2,단기반등,1,0.5,2,2,False,1.0
AI/전력기기 테마장,down,거래대금평균상회,외국인기관동반매수,주변공시부재,직접반응,2,2,2,하락유지,1,0.5,2,2,False,1.0
AI/전력기기 테마장,up,거래대금약함,외국인기관동반매도,주변공시부재,선반영,2,2,2,상승지속,1,0.5,2,2,False,1.0
반도체 반등장,down,거래대금급증,수급엇갈림,주변공시부재,직접반응,2,2,2,하락지속,1,0.5,1,2,False,1.0
반도체 반등장,down,거래대금평균상회,수급엇갈림,주변공시부재,직접반응,2,2,2,하락후반등,1,0.5,1,2,False,1.0
반도체 반등장,up,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,2,2,2,상승실패,1,0.5,2,2,False,1.0
변동성 장세,down,거래대금평균상회,수급엇갈림,주변공시부재,선반영,2,2,2,하락지속,1,0.5,0,2,False,1.0
변동성 장세,up,거래대금약함,외국인기관동반매도,주변공시부재,선반영,2,2,2,상승유지,1,0.5,2,2,False,1.0
변동성 장세,up,거래대금평균상회,외국인기관동반매도,주변공시부재,선반영,2,2,2,상승지속,1,0.5,2,2,False,1.0
유동성/저금리 후반장,down,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,2,2,2,하락유지,1,0.5,0,2,False,1.0
변동성 장세,up,거래대금평균상회,외국인기관동반매도,DART공시동반,직접반응,25,25,15,상승실패,12,0.48,24,25,False,1.0
AI/전력기기 테마장,down,거래대금약함,수급엇갈림,주변공시부재,누적배경,21,19,13,하락후반등,9,0.47368421052631576,21,21,False,1.0
AI/전력기기 테마장,up,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,17,17,12,상승실패,8,0.47058823529411764,0,16,False,0.9411764705882353
반도체 반등장,down,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,17,17,12,하락유지,8,0.47058823529411764,0,17,False,1.0
